source_id,phot_g_mean_mag,bp_rp,parallax,h_m,j_m,ks_m,ph_qual
4184184494426001408,13.836403,1.42482,0.14091552105887278,11.357,11.99,11.249,AAA
4184184631864966016,12.425234,1.3388662,0.5162600442339335,10.121,10.688,10.009,AAA
4184184631864968192,13.4191885,1.0663099,1.1808201687193058,11.683,12.05,11.585,AAA
4184184769303919744,10.926557,2.5620823,0.5658848842897548,7.187,8.012,6.87,AAA
4184185215980497024,13.204777,1.4445648,0.5106796806742869,10.747,11.349,10.646,AAA
4184185353419743104,11.42827,0.78104305,2.327913604881012,10.194,10.419,10.144,AAA
4184185383470666880,12.793901,0.954546,1.9607439951461243,11.263,11.593,11.195,AAA
4184185555266851072,11.873912,1.922987,0.2438132856618957,8.731,9.542,8.493,AAA
4184185658346065792,11.988136,1.3962812,0.6775626640420651,9.655,10.217,9.507,AAA
4184185967586285056,13.544186,1.3288517,1.1194969694600456,11.374,11.886,11.248,AAA
4184186212412927744,13.822236,1.3422346,0.29809664580700623,11.496,12.082,11.37,AAA
4184186315492145664,13.095801,0.6376152,0.9613064483250787,12.124,12.253,12.012,AAA
4184186345543359232,13.882528,0.8683615,0.7598794574661982,12.484,12.792,12.417,AAA
4184186281132408320,12.7895565,1.0803738,0.9034236796159709,11.035,11.407,10.929,AAA
4184186590370327040,12.863281,0.9321575,1.3240208093590904,11.3,11.658,11.22,AAA
4183897521888820480,13.756395,0.8135567,1.0531647238563202,12.49,12.692,12.413,AAA
4183897556248558336,12.684546,1.5925541,0.2967794793467296,9.989,10.651,9.814,EEA
4183897556248558464,13.264626,1.508522,0.06566830783788752,10.65,11.3,10.507,AAA
4183897590607971968,13.741164,1.2339411,0.2596907635671332,11.638,12.162,11.54,AAA
4183897620661229568,13.6573925,1.3156881,0.9016739197083993,11.497,11.984,11.372,AAA
4183897659327450240,13.51283,1.6252956,0.15637048629988648,10.72,11.423,10.535,AAA
4184186860939490176,13.469345,1.3013306,0.8380039347108398,11.316,11.806,11.182,AAA
4184186865248237440,12.575481,1.424797,0.5126101003930887,10.183,10.742,10.027,AAA
4184186899607976704,13.856837,1.5145664,0.4034032376063796,11.343,11.957,11.187,AAA
4184186964016121216,11.702031,0.9543352,2.2185779724327825,10.177,10.48,10.081,AAA
4184186964018726528,13.128085,2.0230827,0.09176598923010718,9.82,10.657,9.568,AAA
4183897895539189888,13.203508,1.0088472,1.1068949205366898,11.563,11.892,11.448,AAA
4184187067097956608,13.692456,1.0576391,1.4297810624236327,12.002,12.353,11.912,AAA
4184187101455081984,11.874368,1.6765099,0.300544868735866,9.022,9.754,8.851,AAA
4184187140125981952,13.7335,0.8939934,1.4724299504215277,12.278,12.528,12.22,AAA
4183898136057256320,13.981728,1.5473795,0.13908468770529314,11.383,11.984,11.158,AAA
4184187238894033408,12.161834,1.2955112,0.5217790974537074,9.937,10.449,9.83,AAA
4183898174723536640,13.718006,0.8543844,1.0918288180628484,12.328,12.606,12.268,AAA
4183898273495914880,13.28396,1.2028828,3.7216343185407594,11.348,11.744,11.183,AAA
4183898273495915264,12.680724,2.087922,0.15481139782089742,9.271,10.148,9.045,AAA
4183898346522229888,13.579226,0.9610548,1.1928989187177292,12.021,12.306,11.904,AAA
4183898582733957504,13.544474,1.0672255,2.534910701182234,11.798,12.15,11.683,AAA
4184187719930368384,11.944758,0.49129868,1.110780619226846,11.124,11.196,11.012,AAA
4183898823251727104,13.065134,1.7780476,0.1519334131758532,10.096,10.86,9.903,AAA
4184187823009582720,12.792367,0.68733597,1.2955693197606326,11.717,11.866,11.68,AAA
4184187823012108928,13.341623,2.0933123,0.12406950968148457,9.945,10.804,9.738,AAA
4183899098130003328,13.938972,1.7150145,0.1635212429524317,11.085,11.775,10.88,AAA
4183899171156280832,12.809973,0.6818485,0.873025024497581,11.719,11.922,11.691,AAA
4184188102198829056,10.292447,0.46639633,2.5593304154061913,9.587,9.672,9.501,AAA
4183899274235335936,12.354247,0.8581629,0.7742937444437611,10.927,11.253,10.857,AAA
